Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Possession de biens,Région,Type de contrat,Langue maternelle
23.0,35.0,11976.0,Femme,sans niveau,célibataire,Rural,Groupe 5,Aucun,Drâa-Tafilalet,sans contrat,amazigh
65.0,27.0,30236.0,Homme,sans niveau,marié,Urbain,Groupe 3,Logement,Béni Mellal-Khénifra,CDI,arab
35.0,3.0,16703.0,Femme,supérieur,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,CDD,amazigh
34.0,4.0,11962.0,Femme,fondamental,marié,Urbain,Groupe 4,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab
55.0,45.0,45013.0,Femme,sans niveau,veuf,Rural,Groupe 1,Aucun,Casablanca-Settat,CDI,arab
62.0,38.0,54869.0,Homme,secondaire,marié,Urbain,Groupe 2,Logement,Laâyoune-Sakia El Hamra,CDD,arab
40.0,24.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 5,Aucun,Rabat-Salé-Kénitra,CDI,arab
63.0,9.0,14060.0,Homme,fondamental,marié,Urbain,Groupe 4,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
47.0,16.0,21253.0,Homme,sans niveau,célibataire,Rural,Groupe 2,Logement,Casablanca-Settat,CDI,arab
38.0,43.0,65728.0,Homme,fondamental,divorcé,Urbain,Groupe 1,Voiture,L’Oriental,sans contrat,amazigh
27.0,37.0,20808.0,Homme,sans niveau,marié,Urbain,Groupe 4,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
60.0,25.0,31569.0,Homme,sans niveau,marié,Urbain,Groupe 3,Logement,Béni Mellal-Khénifra,sans contrat,amazigh
30.0,35.0,15000.0,Homme,fondamental,divorcé,Rural,Groupe 4,Logement,Laâyoune-Sakia El Hamra,CDI,arab
29.0,40.0,22742.0,Homme,secondaire,marié,Rural,Groupe 3,Logement,Laâyoune-Sakia El Hamra,CDD,arab
26.0,6.0,6525.0,Femme,supérieur,marié,Rural,Groupe 6,Voiture,Souss-Massa,CDI,arab
21.0,47.0,13813.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Aucun,Béni Mellal-Khénifra,CDD,arab
56.0,38.0,33190.0,Femme,fondamental,marié,Urbain,Groupe 3,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab
41.0,8.0,9736.0,Homme,secondaire,célibataire,Rural,Groupe 4,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
51.0,5.0,6055.0,Femme,fondamental,marié,Rural,Groupe 5,Terrain,Guelmim-Oued Noun,CDI,arab
56.0,34.0,29409.0,Femme,fondamental,célibataire,Rural,Groupe 2,Terrain,Rabat-Salé-Kénitra,CDI,amazigh
58.0,30.0,12530.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,Rabat-Salé-Kénitra,sans contrat,amazigh
22.0,24.0,13419.0,Femme,secondaire,marié,Urbain,Groupe 6,Voiture,Béni Mellal-Khénifra,CDD,arab
32.0,30.0,10927.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
67.0,17.0,14523.0,Femme,supérieur,marié,Urbain,Groupe 6,Terrain,Béni Mellal-Khénifra,sans contrat,arab
21.0,26.0,17884.0,Homme,secondaire,marié,Urbain,Groupe 5,Aucun,Souss-Massa,sans contrat,arab
68.0,0.0,5186.0,Homme,fondamental,marié,Rural,Groupe 5,Terrain,Laâyoune-Sakia El Hamra,CDD,amazigh
69.0,29.0,14667.0,Homme,secondaire,marié,Rural,Groupe 4,Aucun,L’Oriental,CDD,amazigh
56.0,4.0,7188.0,Femme,fondamental,marié,Rural,Groupe 4,Logement,Drâa-Tafilalet,CDI,arab
25.0,25.0,17184.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,Marrakech-Safi,CDD,arab
66.0,22.0,10621.0,Femme,fondamental,marié,Urbain,Groupe 6,Terrain,Guelmim-Oued Noun,CDD,arab
62.0,43.0,11322.0,Homme,secondaire,célibataire,Rural,Groupe 6,Aucun,Marrakech-Safi,sans contrat,arab
41.0,25.0,22095.0,Femme,secondaire,marié,Urbain,Groupe 4,Logement,Souss-Massa,sans contrat,arab
45.0,17.0,18433.0,Homme,fondamental,célibataire,Rural,Groupe 2,Aucun,Dakhla-Oued Ed-Dahab,CDI,amazigh
60.0,28.0,19801.0,Femme,fondamental,marié,Urbain,Groupe 4,Terrain,Drâa-Tafilalet,sans contrat,arab
44.0,35.0,13743.0,Femme,sans niveau,célibataire,Rural,Groupe 5,Logement,Rabat-Salé-Kénitra,CDD,arab
18.0,9.0,15338.0,Homme,sans niveau,marié,Rural,Groupe 2,Terrain,Drâa-Tafilalet,CDD,amazigh
51.0,32.0,22132.0,Homme,supérieur,marié,Rural,Groupe 3,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab
34.0,24.0,11935.0,Femme,secondaire,célibataire,Urbain,Groupe 6,Aucun,Casablanca-Settat,CDI,arab
54.0,16.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 4,Terrain,Marrakech-Safi,sans contrat,arab
55.0,41.0,31067.0,Femme,secondaire,célibataire,Urbain,Groupe 4,Logement,Laâyoune-Sakia El Hamra,CDI,arab
43.0,26.0,17010.0,Femme,fondamental,marié,Urbain,Groupe 4,Aucun,Casablanca-Settat,sans contrat,arab
41.0,38.0,17416.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,Guelmim-Oued Noun,sans contrat,arab
56.0,32.0,25625.0,Femme,fondamental,célibataire,Urbain,Groupe 3,Terrain,Guelmim-Oued Noun,CDI,arab
38.0,22.0,46698.0,Homme,fondamental,marié,Urbain,Groupe 1,Terrain,Fès-Meknès,CDI,amazigh
47.0,20.0,13748.0,Homme,secondaire,célibataire,Urbain,Groupe 6,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
64.0,28.0,37772.0,Femme,fondamental,célibataire,Urbain,Groupe 2,Terrain,Fès-Meknès,sans contrat,arab
68.0,34.0,23258.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,Souss-Massa,CDD,arab
65.0,3.0,15094.0,Femme,secondaire,célibataire,Urbain,Groupe 4,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
30.0,18.0,10705.0,Homme,secondaire,divorcé,Rural,Groupe 5,Logement,Casablanca-Settat,CDD,arab
54.0,49.0,23896.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab
20.0,15.0,8050.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,Laâyoune-Sakia El Hamra,sans contrat,amazigh
49.0,24.0,37556.0,Homme,sans niveau,marié,Rural,Groupe 1,Voiture,Béni Mellal-Khénifra,CDD,arab
52.0,23.0,35018.0,Homme,secondaire,marié,Urbain,Groupe 3,Voiture,Guelmim-Oued Noun,CDI,amazigh
36.0,21.0,22896.0,Homme,secondaire,marié,Urbain,Groupe 4,Voiture,Souss-Massa,sans contrat,arab
31.0,20.0,44075.0,Femme,sans niveau,marié,Urbain,Groupe 1,Terrain,Rabat-Salé-Kénitra,CDI,arab
65.0,17.0,11383.0,Homme,sans niveau,divorcé,Urbain,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
39.0,1.0,12719.0,Femme,secondaire,marié,Rural,Groupe 2,Aucun,Guelmim-Oued Noun,sans contrat,arab
34.0,26.0,8362.0,Homme,sans niveau,marié,Rural,Groupe 6,Logement,Marrakech-Safi,CDD,arab
21.0,10.0,22325.0,Homme,supérieur,marié,Rural,Groupe 2,Logement,Fès-Meknès,CDI,arab
62.0,15.0,8988.0,Homme,fondamental,marié,Rural,Groupe 5,Logement,Casablanca-Settat,sans contrat,arab
57.0,24.0,32267.0,Femme,supérieur,marié,Urbain,Groupe 4,Voiture,Fès-Meknès,CDD,arab
36.0,18.0,12103.0,Femme,fondamental,marié,Rural,Groupe 3,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
54.0,1.0,12497.0,Homme,sans niveau,marié,Urbain,Groupe 5,Aucun,Rabat-Salé-Kénitra,CDI,arab
19.0,19.0,13715.0,Femme,fondamental,divorcé,Urbain,Groupe 5,Logement,Drâa-Tafilalet,sans contrat,arab
32.0,43.0,17416.0,Femme,sans niveau,marié,Rural,Groupe 5,Logement,Marrakech-Safi,CDI,arab
19.0,25.0,19639.0,Homme,sans niveau,marié,Urbain,Groupe 4,Logement,Laâyoune-Sakia El Hamra,CDD,arab
28.0,46.0,75923.0,Homme,secondaire,marié,Urbain,Groupe 1,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab
62.0,7.0,5296.0,Homme,fondamental,célibataire,Rural,Groupe 6,Voiture,Fès-Meknès,CDD,amazigh
40.0,42.0,28681.0,Homme,supérieur,marié,Urbain,Groupe 5,Aucun,L’Oriental,sans contrat,amazigh
27.0,42.0,15507.0,Femme,sans niveau,veuf,Rural,Groupe 5,Voiture,Casablanca-Settat,CDD,amazigh
20.0,0.0,9878.0,Homme,fondamental,marié,Rural,Groupe 2,Terrain,Laâyoune-Sakia El Hamra,CDD,arab
22.0,0.0,9769.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab
20.0,49.0,20758.0,Homme,fondamental,divorcé,Urbain,Groupe 5,Terrain,L’Oriental,CDI,amazigh
55.0,12.0,15676.0,Homme,fondamental,célibataire,Urbain,Groupe 4,Aucun,L’Oriental,CDI,arab
30.0,18.0,22178.0,Homme,sans niveau,célibataire,Urbain,Groupe 3,Logement,Dakhla-Oued Ed-Dahab,CDD,arab
59.0,37.0,16003.0,Homme,secondaire,célibataire,Rural,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab
36.0,0.0,7254.0,Homme,fondamental,marié,Urbain,Groupe 6,Terrain,Souss-Massa,sans contrat,amazigh
57.0,46.0,15290.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
67.0,41.0,15323.0,Femme,fondamental,célibataire,Rural,Groupe 5,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab
52.0,17.0,21328.0,Femme,fondamental,marié,Urbain,Groupe 3,Logement,Marrakech-Safi,sans contrat,amazigh
41.0,43.0,48782.0,Femme,sans niveau,célibataire,Urbain,Groupe 2,Logement,Rabat-Salé-Kénitra,sans contrat,arab
41.0,49.0,12860.0,Femme,secondaire,célibataire,Rural,Groupe 6,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab
34.0,27.0,31715.0,Femme,sans niveau,marié,Rural,Groupe 1,Aucun,Rabat-Salé-Kénitra,CDI,arab
57.0,30.0,20142.0,Femme,secondaire,marié,Urbain,Groupe 5,Aucun,Casablanca-Settat,CDI,arab
27.0,6.0,12187.0,Femme,sans niveau,marié,Urbain,Groupe 5,Voiture,Casablanca-Settat,CDI,amazigh
19.0,18.0,14399.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Logement,L’Oriental,CDD,arab
61.0,47.0,21216.0,Femme,supérieur,célibataire,Urbain,Groupe 6,Voiture,Souss-Massa,CDI,amazigh
40.0,0.0,10976.0,Homme,fondamental,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,sans contrat,amazigh
23.0,22.0,17656.0,Femme,sans niveau,divorcé,Urbain,Groupe 4,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
19.0,6.0,13928.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Voiture,Dakhla-Oued Ed-Dahab,CDI,amazigh
38.0,32.0,25138.0,Homme,secondaire,marié,Urbain,Groupe 4,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
52.0,25.0,20997.0,Homme,sans niveau,marié,Urbain,Groupe 4,Terrain,Marrakech-Safi,CDD,amazigh
66.0,25.0,22659.0,Homme,supérieur,marié,Urbain,Groupe 5,Aucun,Marrakech-Safi,CDI,arab
46.0,37.0,19572.0,Homme,sans niveau,célibataire,Urbain,Groupe 5,Aucun,Guelmim-Oued Noun,CDD,arab
24.0,14.0,13975.0,Homme,fondamental,marié,Urbain,Groupe 4,Aucun,Drâa-Tafilalet,CDD,arab
46.0,15.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 4,Aucun,L’Oriental,CDD,arab
54.0,38.0,15353.0,Homme,sans niveau,marié,Urbain,Groupe 6,Terrain,Souss-Massa,sans contrat,arab
40.0,3.0,4052.0,Homme,fondamental,célibataire,Rural,Groupe 6,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
50.0,1.0,35725.0,Homme,secondaire,célibataire,Urbain,Groupe 2,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
25.0,48.0,19692.0,Femme,secondaire,marié,Rural,Groupe 4,Logement,Rabat-Salé-Kénitra,CDD,arab
29.0,18.0,10752.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Voiture,Béni Mellal-Khénifra,CDI,amazigh
63.0,20.0,54791.0,Homme,secondaire,marié,Urbain,Groupe 1,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
65.0,31.0,16104.0,Homme,secondaire,célibataire,Urbain,Groupe 6,Logement,L’Oriental,CDD,arab
27.0,26.0,11712.0,Femme,sans niveau,divorcé,Urbain,Groupe 6,Logement,Rabat-Salé-Kénitra,CDI,arab
32.0,43.0,45147.0,Homme,fondamental,divorcé,Rural,Groupe 1,Logement,Rabat-Salé-Kénitra,CDD,arab
41.0,5.0,9722.0,Femme,sans niveau,marié,Rural,Groupe 3,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
43.0,20.0,51044.0,Femme,sans niveau,veuf,Urbain,Groupe 1,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
64.0,41.0,18607.0,Homme,secondaire,marié,Urbain,Groupe 6,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
59.0,39.0,49332.0,Femme,fondamental,marié,Urbain,Groupe 2,Voiture,Guelmim-Oued Noun,CDD,arab
56.0,19.0,23464.0,Femme,fondamental,marié,Urbain,Groupe 3,Voiture,Béni Mellal-Khénifra,sans contrat,arab
20.0,46.0,17313.0,Femme,secondaire,célibataire,Urbain,Groupe 6,Voiture,Marrakech-Safi,sans contrat,arab
19.0,2.0,6116.0,Femme,sans niveau,marié,Rural,Groupe 4,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab
23.0,12.0,14404.0,Femme,fondamental,célibataire,Urbain,Groupe 4,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab
38.0,0.0,14674.0,Femme,fondamental,marié,Urbain,Groupe 3,Voiture,Drâa-Tafilalet,sans contrat,arab
26.0,8.0,9823.0,Homme,sans niveau,marié,Urbain,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
27.0,35.0,9187.0,Femme,secondaire,célibataire,Rural,Groupe 6,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
53.0,41.0,10589.0,Femme,sans niveau,marié,Rural,Groupe 6,Terrain,Laâyoune-Sakia El Hamra,CDD,arab
20.0,42.0,32240.0,Homme,fondamental,marié,Rural,Groupe 2,Terrain,Laâyoune-Sakia El Hamra,CDD,arab
58.0,43.0,32127.0,Femme,supérieur,marié,Urbain,Groupe 5,Logement,Souss-Massa,CDD,arab
41.0,38.0,22935.0,Homme,fondamental,célibataire,Urbain,Groupe 4,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
39.0,40.0,14716.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Terrain,Fès-Meknès,sans contrat,arab
66.0,10.0,5102.0,Femme,sans niveau,marié,Rural,Groupe 6,Aucun,Souss-Massa,CDD,arab
31.0,12.0,13763.0,Femme,sans niveau,marié,Urbain,Groupe 5,Voiture,Casablanca-Settat,CDD,arab
59.0,39.0,12330.0,Femme,secondaire,célibataire,Rural,Groupe 6,Voiture,Laâyoune-Sakia El Hamra,CDD,amazigh
62.0,13.0,20451.0,Homme,sans niveau,marié,Urbain,Groupe 3,Aucun,Casablanca-Settat,CDD,amazigh
61.0,42.0,20493.0,Femme,sans niveau,marié,Urbain,Groupe 5,Terrain,Béni Mellal-Khénifra,sans contrat,amazigh
44.0,33.0,16363.0,Homme,secondaire,marié,Urbain,Groupe 6,Logement,Casablanca-Settat,CDD,arab
50.0,40.0,25595.0,Femme,sans niveau,marié,Urbain,Groupe 4,Voiture,Rabat-Salé-Kénitra,CDI,arab
39.0,21.0,6611.0,Femme,fondamental,marié,Rural,Groupe 6,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab
46.0,26.0,16602.0,Femme,fondamental,marié,Urbain,Groupe 5,Logement,Rabat-Salé-Kénitra,CDD,arab
36.0,22.0,12398.0,Homme,sans niveau,célibataire,Rural,Groupe 4,Logement,Fès-Meknès,sans contrat,amazigh
36.0,43.0,20831.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Logement,L’Oriental,CDI,amazigh
23.0,27.0,12421.0,Femme,sans niveau,marié,Urbain,Groupe 6,Voiture,Casablanca-Settat,sans contrat,arab
62.0,48.0,19467.0,Homme,secondaire,marié,Rural,Groupe 5,Voiture,Casablanca-Settat,CDD,arab
36.0,15.0,16345.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Logement,Rabat-Salé-Kénitra,CDI,arab
30.0,46.0,24297.0,Homme,sans niveau,marié,Rural,Groupe 3,Voiture,Souss-Massa,sans contrat,amazigh
43.0,41.0,10764.0,Homme,fondamental,marié,Rural,Groupe 6,Logement,Drâa-Tafilalet,CDI,arab
39.0,49.0,23645.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Voiture,Guelmim-Oued Noun,CDI,arab
38.0,38.0,9903.0,Femme,secondaire,célibataire,Rural,Groupe 6,Aucun,L’Oriental,sans contrat,arab
53.0,15.0,39368.0,Homme,sans niveau,célibataire,Urbain,Groupe 2,Logement,Rabat-Salé-Kénitra,CDD,arab
19.0,43.0,15322.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Logement,Casablanca-Settat,CDD,arab
64.0,14.0,11936.0,Homme,sans niveau,marié,Urbain,Groupe 6,Voiture,Rabat-Salé-Kénitra,CDD,arab
61.0,29.0,13134.0,Femme,sans niveau,marié,Urbain,Groupe 6,Logement,Guelmim-Oued Noun,CDI,amazigh
47.0,38.0,45538.0,Femme,sans niveau,marié,Rural,Groupe 1,Voiture,Souss-Massa,CDD,arab
44.0,46.0,17036.0,Homme,fondamental,marié,Rural,Groupe 5,Voiture,L’Oriental,sans contrat,amazigh
24.0,23.0,21188.0,Femme,secondaire,marié,Urbain,Groupe 4,Voiture,Béni Mellal-Khénifra,CDD,arab
37.0,0.0,13927.0,Homme,fondamental,marié,Urbain,Groupe 3,Aucun,Marrakech-Safi,sans contrat,arab
67.0,22.0,7992.0,Femme,sans niveau,marié,Rural,Groupe 6,Voiture,Guelmim-Oued Noun,sans contrat,arab
48.0,39.0,15174.0,Femme,secondaire,marié,Urbain,Groupe 6,Aucun,Béni Mellal-Khénifra,CDD,amazigh
40.0,25.0,20711.0,Homme,sans niveau,célibataire,Urbain,Groupe 4,Logement,Souss-Massa,CDI,arab
30.0,13.0,8647.0,Femme,sans niveau,marié,Urbain,Groupe 6,Aucun,Béni Mellal-Khénifra,CDD,arab
34.0,33.0,15308.0,Homme,fondamental,célibataire,Rural,Groupe 4,Voiture,Rabat-Salé-Kénitra,CDI,arab
21.0,47.0,15197.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Voiture,Rabat-Salé-Kénitra,CDI,arab
31.0,34.0,19411.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,CDI,amazigh
37.0,33.0,13121.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Voiture,Guelmim-Oued Noun,sans contrat,arab
30.0,44.0,41261.0,Femme,fondamental,marié,Urbain,Groupe 2,Aucun,L’Oriental,CDI,arab
20.0,45.0,13687.0,Femme,fondamental,marié,Rural,Groupe 5,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
43.0,49.0,37118.0,Homme,fondamental,veuf,Urbain,Groupe 3,Voiture,Souss-Massa,CDD,arab
43.0,48.0,33828.0,Homme,fondamental,marié,Urbain,Groupe 3,Terrain,Casablanca-Settat,CDI,arab
35.0,12.0,7706.0,Femme,fondamental,célibataire,Rural,Groupe 4,Aucun,Guelmim-Oued Noun,CDD,arab
49.0,43.0,68856.0,Femme,sans niveau,marié,Urbain,Groupe 1,Voiture,L’Oriental,CDI,arab
31.0,49.0,21922.0,Homme,sans niveau,célibataire,Urbain,Groupe 5,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
64.0,26.0,13871.0,Homme,secondaire,marié,Urbain,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab
20.0,4.0,15120.0,Femme,secondaire,marié,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,CDD,arab
18.0,21.0,31538.0,Femme,secondaire,célibataire,Rural,Groupe 1,Terrain,Dakhla-Oued Ed-Dahab,CDI,amazigh
43.0,40.0,36691.0,Homme,supérieur,marié,Urbain,Groupe 4,Voiture,Drâa-Tafilalet,sans contrat,amazigh
41.0,20.0,58683.0,Homme,secondaire,marié,Urbain,Groupe 1,Logement,Marrakech-Safi,CDD,arab
66.0,6.0,16621.0,Homme,secondaire,célibataire,Urbain,Groupe 5,Logement,Casablanca-Settat,CDD,arab
52.0,36.0,20316.0,Femme,fondamental,marié,Urbain,Groupe 5,Voiture,Casablanca-Settat,sans contrat,arab
31.0,12.0,19661.0,Femme,sans niveau,marié,Urbain,Groupe 3,Voiture,Guelmim-Oued Noun,sans contrat,amazigh
20.0,29.0,32522.0,Homme,supérieur,marié,Rural,Groupe 2,Terrain,L’Oriental,sans contrat,arab
30.0,4.0,34659.0,Homme,fondamental,marié,Urbain,Groupe 1,Logement,L’Oriental,CDD,arab
64.0,36.0,9559.0,Femme,sans niveau,marié,Rural,Groupe 6,Terrain,Béni Mellal-Khénifra,CDI,arab
67.0,37.0,21074.0,Femme,sans niveau,marié,Urbain,Groupe 4,Aucun,L’Oriental,sans contrat,arab
31.0,11.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 1,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
38.0,42.0,30107.0,Femme,sans niveau,marié,Urbain,Groupe 3,Aucun,Dakhla-Oued Ed-Dahab,CDI,amazigh
43.0,33.0,22145.0,Homme,sans niveau,marié,Urbain,Groupe 4,Terrain,Fès-Meknès,CDD,arab
20.0,48.0,16381.0,Femme,fondamental,marié,Rural,Groupe 4,Aucun,Fès-Meknès,CDI,arab
68.0,25.0,14743.0,Femme,secondaire,marié,Urbain,Groupe 6,Voiture,Béni Mellal-Khénifra,sans contrat,arab
57.0,8.0,15748.0,Femme,fondamental,divorcé,Urbain,Groupe 4,Voiture,Souss-Massa,CDD,arab
21.0,22.0,24318.0,Homme,secondaire,marié,Urbain,Groupe 3,Aucun,L’Oriental,CDD,arab
53.0,46.0,19300.0,Homme,secondaire,marié,Rural,Groupe 4,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
68.0,36.0,17211.0,Homme,secondaire,marié,Rural,Groupe 4,Terrain,Marrakech-Safi,CDD,arab
60.0,12.0,40295.0,Femme,fondamental,marié,Urbain,Groupe 1,Aucun,Fès-Meknès,CDD,arab
18.0,29.0,14304.0,Femme,secondaire,marié,Urbain,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
57.0,13.0,18662.0,Femme,sans niveau,marié,Urbain,Groupe 4,Voiture,Drâa-Tafilalet,CDI,arab
64.0,10.0,34105.0,Femme,sans niveau,divorcé,Urbain,Groupe 2,Voiture,Béni Mellal-Khénifra,CDI,arab
50.0,41.0,22378.0,Homme,fondamental,marié,Urbain,Groupe 4,Aucun,Fès-Meknès,CDI,arab
24.0,9.0,14778.0,Femme,sans niveau,marié,Urbain,Groupe 4,Voiture,Souss-Massa,CDI,amazigh
69.0,26.0,20983.0,Homme,fondamental,célibataire,Urbain,Groupe 4,Voiture,Souss-Massa,CDI,arab
69.0,35.0,30014.0,Femme,sans niveau,marié,Urbain,Groupe 3,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh
28.0,29.0,11217.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,L’Oriental,CDI,arab
44.0,29.0,12800.0,Femme,secondaire,divorcé,Rural,Groupe 5,Terrain,Souss-Massa,sans contrat,arab
31.0,5.0,7287.0,Femme,fondamental,marié,Rural,Groupe 3,Aucun,Drâa-Tafilalet,sans contrat,arab
39.0,35.0,17371.0,Femme,fondamental,marié,Urbain,Groupe 5,Terrain,Guelmim-Oued Noun,sans contrat,amazigh
33.0,2.0,22214.0,Femme,fondamental,célibataire,Urbain,Groupe 2,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab
63.0,42.0,18385.0,Homme,fondamental,célibataire,Rural,Groupe 4,Voiture,Fès-Meknès,CDI,arab
29.0,40.0,15425.0,Homme,sans niveau,célibataire,Rural,Groupe 4,Aucun,Rabat-Salé-Kénitra,CDI,arab
66.0,27.0,37673.0,Homme,fondamental,marié,Urbain,Groupe 2,Aucun,Drâa-Tafilalet,CDI,amazigh
63.0,39.0,47235.0,Homme,fondamental,marié,Urbain,Groupe 2,Logement,Marrakech-Safi,sans contrat,arab
27.0,5.0,24241.0,Homme,sans niveau,célibataire,Urbain,Groupe 2,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
41.0,28.0,13299.0,Femme,sans niveau,marié,Urbain,Groupe 6,Voiture,Marrakech-Safi,sans contrat,arab
63.0,39.0,18715.0,Femme,fondamental,marié,Urbain,Groupe 5,Terrain,Souss-Massa,CDI,arab
35.0,48.0,52133.0,Homme,fondamental,marié,Urbain,Groupe 2,Voiture,Marrakech-Safi,sans contrat,arab
39.0,26.0,8896.0,Femme,secondaire,célibataire,Rural,Groupe 6,Logement,Béni Mellal-Khénifra,sans contrat,arab
26.0,39.0,19607.0,Femme,secondaire,célibataire,Rural,Groupe 3,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
34.0,48.0,24520.0,Femme,sans niveau,marié,Rural,Groupe 3,Voiture,Drâa-Tafilalet,sans contrat,arab
55.0,37.0,57274.0,Femme,fondamental,veuf,Urbain,Groupe 1,Terrain,Fès-Meknès,CDD,amazigh
57.0,44.0,21210.0,Homme,supérieur,marié,Rural,Groupe 5,Voiture,Fès-Meknès,CDI,arab
30.0,36.0,45576.0,Femme,secondaire,divorcé,Urbain,Groupe 2,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab
67.0,24.0,13400.0,Homme,sans niveau,marié,Rural,Groupe 4,Logement,Fès-Meknès,CDD,arab
54.0,41.0,55037.0,Homme,sans niveau,célibataire,Urbain,Groupe 2,Voiture,L’Oriental,CDD,arab
23.0,38.0,18367.0,Femme,sans niveau,marié,Urbain,Groupe 5,Terrain,Guelmim-Oued Noun,CDI,amazigh
38.0,26.0,13534.0,Femme,secondaire,célibataire,Rural,Groupe 4,Terrain,Marrakech-Safi,CDD,amazigh
68.0,43.0,10181.0,Femme,sans niveau,marié,Rural,Groupe 6,Aucun,Souss-Massa,sans contrat,arab
53.0,20.0,20445.0,Homme,fondamental,marié,Rural,Groupe 2,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
24.0,24.0,49676.0,Femme,secondaire,marié,Urbain,Groupe 1,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
53.0,44.0,24684.0,Homme,secondaire,marié,Rural,Groupe 3,Terrain,Guelmim-Oued Noun,CDI,arab
42.0,12.0,14652.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Aucun,Drâa-Tafilalet,sans contrat,arab
